Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat_(%),Ptch(rad),Roll(rad),Yaw(rad),FM,GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,Rud,Ele,Thr,Ail,SA,SB,SC,SD,LSW,TxBat(V)
2021-08-03,08:46:47.810,-91,0,96,10,0,6,100,-100,98,-5,19.0,14.6,281,49,0.47,-0.21,-0.72,0,12.606171 47.431324,54.6,-32.03,236,10,2,0,100,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:48.110,-91,0,96,10,0,6,100,-100,98,-5,19.0,14.6,281,49,0.47,-0.21,-0.72,0,12.606302 47.431226,59.0,-31.70,240,10,2,-4,100,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:48.410,-91,0,96,10,0,6,100,-100,98,-5,18.9,14.0,285,48,0.47,-0.21,-0.72,0,12.606302 47.431226,59.0,-31.70,240,10,5,0,104,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:48.710,-94,0,100,2,0,6,100,-94,99,5,18.9,14.0,285,48,0.45,-0.23,-0.69,0,12.606302 47.431226,59.0,-31.70,240,10,2,3,96,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:49.010,-94,0,100,2,0,6,100,-94,99,5,18.9,14.0,285,48,0.45,-0.23,-0.69,0,12.606302 47.431226,59.0,-31.70,240,10,2,0,92,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:49.310,-93,0,99,10,0,6,100,-82,95,11,18.9,14.0,285,48,0.45,-0.23,-0.69,0,12.606473 47.431115,62.3,-31.43,243,10,0,3,92,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:49.610,-93,0,99,10,0,6,100,-82,95,11,19.0,14.1,290,49,0.45,-0.23,-0.69,0,12.606473 47.431115,62.3,-31.43,243,10,2,11,76,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:49.910,-95,0,97,-6,0,6,100,-86,98,10,19.0,14.1,290,49,0.45,-0.23,-0.67,0,12.606473 47.431115,62.3,-31.43,243,10,2,11,80,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:50.210,-95,0,97,-6,0,6,100,-86,98,10,19.0,14.1,290,49,0.45,-0.23,-0.67,0,12.606473 47.431115,62.3,-31.43,243,10,2,0,72,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:50.510,-93,0,96,6,0,6,100,-87,99,10,19.0,13.4,294,49,0.45,-0.23,-0.67,0,12.606655 47.431010,64.8,-31.28,244,10,-2,3,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:50.810,-91,0,100,9,0,6,100,-82,100,11,19.0,13.4,294,49,0.48,-0.23,-0.64,0,12.606655 47.431010,64.8,-31.28,244,10,2,0,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:51.110,-91,0,100,9,0,6,100,-82,100,11,19.0,13.4,294,49,0.48,-0.23,-0.64,0,12.606655 47.431010,64.8,-31.28,244,10,0,3,68,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:51.410,-87,0,100,9,0,6,100,-86,100,11,19.0,13.4,294,49,0.48,-0.23,-0.64,0,12.606812 47.430922,67.0,-31.25,244,10,2,7,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:51.710,-87,0,100,9,0,6,100,-86,100,11,19.0,13.3,298,49,0.48,-0.23,-0.64,0,12.606812 47.430922,67.0,-31.25,244,10,-2,3,68,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:52.010,-84,0,100,12,0,6,100,-79,100,13,19.0,13.3,298,49,0.48,-0.23,-0.62,0,12.606812 47.430922,67.0,-31.25,244,10,0,7,64,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:52.310,-84,0,100,12,0,6,100,-79,100,13,19.0,13.3,298,49,0.48,-0.23,-0.62,0,12.606812 47.430922,67.0,-31.25,244,10,2,0,68,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:52.610,-83,0,100,12,0,6,100,-78,100,12,19.0,13.3,298,49,0.48,-0.23,-0.62,0,12.607007 47.430816,69.1,-31.21,243,10,0,3,68,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:52.910,-83,0,100,12,0,6,100,-78,100,12,19.0,13.7,302,49,0.49,-0.22,-0.60,0,12.607007 47.430816,69.1,-31.21,243,10,2,-4,68,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:53.210,-83,0,100,12,0,6,100,-78,100,12,19.0,13.7,302,49,0.49,-0.22,-0.60,0,12.607007 47.430816,69.1,-31.21,243,10,2,-9,64,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:53.510,-83,0,100,12,0,6,100,-80,100,12,19.0,13.7,302,49,0.49,-0.22,-0.60,0,12.607174 47.430728,70.6,-31.17,243,10,2,0,64,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:53.810,-84,0,100,12,0,6,100,-82,100,12,19.0,14.1,306,49,0.49,-0.22,-0.60,0,12.607174 47.430728,70.6,-31.17,243,10,5,-9,68,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:54.110,-84,0,100,12,0,6,100,-82,100,12,19.0,14.1,306,49,0.48,-0.22,-0.59,0,12.607174 47.430728,70.6,-31.17,243,10,2,0,64,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:54.410,-85,0,100,12,0,6,100,-81,100,11,19.0,14.1,306,49,0.48,-0.22,-0.59,0,12.607174 47.430728,70.6,-31.17,243,10,0,3,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:54.710,-85,0,100,12,0,6,100,-81,100,11,19.0,14.1,306,49,0.48,-0.22,-0.59,0,12.607344 47.430640,71.3,-31.16,241,10,-2,3,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:55.010,-85,0,100,12,0,6,100,-82,100,11,19.0,13.9,310,49,0.48,-0.22,-0.59,0,12.607344 47.430640,71.3,-31.16,241,10,-2,-4,72,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:55.310,-85,0,100,12,0,6,100,-82,100,11,19.0,13.9,310,49,0.48,-0.23,-0.57,0,12.607344 47.430640,71.3,-31.16,241,10,2,0,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:55.610,-86,0,100,11,0,6,100,-85,100,10,19.0,13.9,310,49,0.48,-0.23,-0.57,0,12.607551 47.430532,72.1,-31.19,240,10,2,-4,68,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:55.910,-86,0,100,11,0,6,100,-85,100,10,19.0,13.9,310,49,0.48,-0.23,-0.57,0,12.607551 47.430532,72.1,-31.19,240,10,0,-4,68,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:56.210,-89,0,100,9,0,6,100,-82,100,11,19.0,13.5,315,50,0.49,-0.23,-0.57,0,12.607551 47.430532,72.1,-31.19,240,10,2,-4,64,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:56.510,-91,0,100,11,0,6,100,-89,100,8,19.0,13.5,315,50,0.49,-0.23,-0.57,0,12.607551 47.430532,72.1,-31.19,240,10,2,-4,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:56.810,-91,0,100,11,0,6,100,-89,100,8,19.0,13.5,315,50,0.49,-0.23,-0.57,0,12.607723 47.430441,72.1,-31.20,239,10,2,-4,68,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:57.110,-93,0,100,12,0,6,100,-90,100,8,19.0,13.7,319,49,0.49,-0.23,-0.57,0,12.607723 47.430441,72.1,-31.20,239,10,2,0,68,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:57.410,-93,0,100,12,0,6,100,-90,100,8,19.0,13.7,319,49,0.48,-0.23,-0.58,0,12.607723 47.430441,72.1,-31.20,239,10,2,-9,68,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:57.710,-93,0,100,7,0,6,100,-89,100,9,19.0,13.7,319,49,0.48,-0.23,-0.58,0,12.607723 47.430441,72.1,-31.20,239,10,2,-9,72,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:58.010,-93,0,100,7,0,6,100,-89,100,9,19.0,13.7,319,49,0.48,-0.23,-0.58,0,12.607894 47.430349,71.4,-31.27,238,10,2,-9,76,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:58.310,-93,0,100,7,0,6,100,-89,100,9,18.9,13.8,323,48,0.46,-0.23,-0.58,0,12.607894 47.430349,71.4,-31.27,238,10,2,0,80,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:58.610,-90,0,100,12,0,6,100,-87,100,10,18.9,13.8,323,48,0.46,-0.23,-0.58,0,12.607894 47.430349,71.4,-31.27,238,10,5,0,80,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:58.910,-90,0,100,12,0,6,100,-87,100,10,18.9,13.8,323,48,0.46,-0.23,-0.58,0,12.608096 47.430232,70.6,-31.40,237,10,2,-4,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:59.210,-88,0,100,7,0,6,100,-87,100,11,19.0,14.1,327,49,0.46,-0.23,-0.58,0,12.608096 47.430232,70.6,-31.40,237,10,5,0,80,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:59.510,-88,0,100,13,0,6,100,-81,100,12,19.0,14.1,327,49,0.46,-0.22,-0.58,0,12.608096 47.430232,70.6,-31.40,237,10,13,-4,88,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:46:59.810,-88,0,100,13,0,6,100,-81,100,12,19.0,14.1,327,49,0.46,-0.22,-0.58,0,12.608096 47.430232,70.6,-31.40,237,10,10,-4,100,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:00.110,-86,0,100,12,0,6,100,-81,100,12,19.0,14.1,327,49,0.46,-0.22,-0.58,0,12.608259 47.430128,69.0,-31.58,237,10,5,-18,96,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:00.410,-86,0,100,12,0,6,100,-81,100,12,18.9,14.5,332,48,0.46,-0.22,-0.58,0,12.608259 47.430128,69.0,-31.58,237,10,2,-9,100,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:00.710,-86,0,100,12,0,6,100,-85,100,11,18.9,14.5,332,48,0.44,-0.22,-0.57,0,12.608259 47.430128,69.0,-31.58,237,10,5,3,100,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:01.010,-86,0,100,12,0,6,100,-85,100,11,18.9,14.5,332,48,0.44,-0.22,-0.57,0,12.608259 47.430128,69.0,-31.58,237,10,0,0,96,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:01.310,-85,0,100,12,0,6,100,-82,100,11,18.9,14.6,336,47,0.44,-0.22,-0.57,0,12.608449 47.429997,67.5,-31.75,236,10,2,31,96,24,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:01.610,-85,0,100,12,0,6,100,-82,100,11,18.9,14.6,336,47,0.43,-0.20,-0.58,0,12.608449 47.429997,67.5,-31.75,236,10,5,31,80,20,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:01.910,-85,0,100,12,0,6,100,-82,100,12,18.9,14.6,336,47,0.43,-0.20,-0.58,0,12.608449 47.429997,67.5,-31.75,236,10,2,11,84,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:02.210,-85,0,100,13,0,6,100,-82,100,11,18.9,14.6,336,47,0.43,-0.20,-0.58,0,12.608601 47.429884,65.3,-31.84,237,10,2,11,84,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:02.510,-85,0,100,13,0,6,100,-82,100,11,18.9,14.0,340,48,0.43,-0.20,-0.58,0,12.608601 47.429884,65.3,-31.84,237,10,2,-4,84,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:02.810,-85,0,100,13,0,6,100,-82,100,11,18.9,14.0,340,48,0.51,-0.19,-0.58,0,12.608601 47.429884,65.3,-31.84,237,10,2,7,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:03.110,-84,0,100,12,0,6,100,-81,100,13,18.9,14.0,340,48,0.51,-0.19,-0.58,0,12.608601 47.429884,65.3,-31.84,237,10,0,-4,76,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:03.410,-84,0,100,12,0,6,100,-81,100,13,18.9,14.0,340,48,0.51,-0.19,-0.58,0,12.608779 47.429755,64.2,-31.70,238,10,0,0,80,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:03.710,-84,0,100,13,0,6,100,-81,100,13,18.9,13.5,344,48,0.50,-0.21,-0.59,0,12.608779 47.429755,64.2,-31.70,238,10,0,0,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:04.010,-84,0,100,13,0,6,100,-81,100,13,18.9,13.5,344,48,0.50,-0.21,-0.59,0,12.608779 47.429755,64.2,-31.70,238,10,0,0,76,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:04.310,-83,0,100,12,0,6,100,-79,100,12,18.9,13.5,344,48,0.50,-0.21,-0.59,0,12.608929 47.429653,64.4,-31.63,238,10,2,0,80,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:04.610,-83,0,100,12,0,6,100,-79,100,12,18.9,13.9,349,48,0.50,-0.21,-0.59,0,12.608929 47.429653,64.4,-31.63,238,10,2,0,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:04.910,-83,0,100,12,0,6,100,-79,100,12,18.9,13.9,349,48,0.49,-0.22,-0.60,0,12.608929 47.429653,64.4,-31.63,238,10,2,11,76,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:05.210,-82,0,100,12,0,6,100,-79,100,12,18.9,13.9,349,48,0.49,-0.22,-0.60,0,12.608929 47.429653,64.4,-31.63,238,10,2,15,76,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:05.510,-82,0,100,12,0,6,100,-79,100,12,18.9,13.9,349,48,0.49,-0.22,-0.60,0,12.609080 47.429551,65.2,-31.61,238,10,0,0,80,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:05.810,-82,0,100,12,0,6,100,-79,100,13,19.0,14.0,353,49,0.49,-0.22,-0.60,0,12.609080 47.429551,65.2,-31.61,238,10,0,7,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:06.110,-82,0,100,12,0,6,100,-79,100,13,19.0,14.0,353,49,0.51,-0.22,-0.59,0,12.609080 47.429551,65.2,-31.61,238,10,0,15,76,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:06.410,-82,0,100,12,0,6,100,-79,100,12,19.0,14.0,353,49,0.51,-0.22,-0.59,0,12.609080 47.429551,65.2,-31.61,238,10,2,15,76,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:06.710,-82,0,100,12,0,6,100,-79,100,12,19.0,13.8,357,49,0.51,-0.22,-0.59,0,12.609233 47.429449,65.9,-31.57,239,10,0,11,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:07.010,-83,0,100,11,0,6,100,-79,100,13,19.0,13.8,357,49,0.53,-0.22,-0.58,0,12.609233 47.429449,65.9,-31.57,239,10,5,0,76,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:07.310,-83,0,100,11,0,6,100,-79,100,13,19.0,13.8,357,49,0.53,-0.22,-0.58,0,12.609233 47.429449,65.9,-31.57,239,10,2,0,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:07.610,-83,0,100,11,0,6,100,-79,100,13,19.0,13.8,357,49,0.53,-0.22,-0.58,0,12.609419 47.429330,66.7,-31.47,239,10,2,0,72,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:07.910,-83,0,100,12,0,6,100,-79,100,12,18.9,14.1,361,48,0.53,-0.22,-0.58,0,12.609419 47.429330,66.7,-31.47,239,10,2,0,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:08.210,-83,0,100,12,0,6,100,-80,100,12,18.9,14.1,361,48,0.53,-0.24,-0.58,0,12.609419 47.429330,66.7,-31.47,239,10,0,0,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:08.510,-83,0,100,12,0,6,100,-80,100,12,18.9,14.1,361,48,0.53,-0.24,-0.58,0,12.609419 47.429330,66.7,-31.47,239,10,0,-4,76,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:08.810,-86,0,100,12,0,6,100,-82,100,12,18.9,14.1,361,48,0.53,-0.24,-0.58,0,12.609578 47.429235,67.7,-31.36,238,10,19,-9,76,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:09.110,-86,0,100,12,0,6,100,-82,100,12,18.9,14.3,365,48,0.51,-0.24,-0.57,0,12.609578 47.429235,67.7,-31.36,238,10,2,0,76,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:09.410,-87,0,100,12,0,6,100,-84,100,11,18.9,14.3,365,48,0.51,-0.24,-0.57,0,12.609578 47.429235,67.7,-31.36,238,10,2,-4,84,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:09.710,-87,0,100,12,0,6,100,-84,100,11,18.9,14.3,365,48,0.51,-0.24,-0.57,0,12.609771 47.429124,68.2,-31.30,237,10,5,-9,84,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:10.010,-87,0,100,12,0,6,100,-85,100,12,18.9,14.2,370,48,0.51,-0.24,-0.57,0,12.609771 47.429124,68.2,-31.30,237,10,0,-9,84,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:10.310,-87,0,100,12,0,6,100,-85,100,12,18.9,14.2,370,48,0.49,-0.22,-0.57,0,12.609771 47.429124,68.2,-31.30,237,10,2,0,84,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:10.610,-89,0,100,11,0,6,100,-81,100,12,18.9,14.2,370,48,0.49,-0.22,-0.57,0,12.609771 47.429124,68.2,-31.30,237,10,2,-4,80,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:10.910,-89,0,100,12,0,6,100,-86,100,11,18.9,14.2,370,48,0.49,-0.22,-0.57,0,12.609935 47.429033,68.8,-31.28,236,10,0,-4,84,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:11.210,-89,0,100,12,0,6,100,-86,100,11,18.9,14.1,373,48,0.49,-0.22,-0.57,0,12.609935 47.429033,68.8,-31.28,236,10,5,-4,84,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:11.510,-89,0,100,8,0,6,100,-85,100,11,18.9,14.1,373,48,0.47,-0.21,-0.57,0,12.609935 47.429033,68.8,-31.28,236,10,0,-4,88,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:11.810,-89,0,100,8,0,6,100,-85,100,11,18.9,14.1,373,48,0.47,-0.21,-0.57,0,12.610132 47.428924,69.0,-31.24,235,10,2,-4,88,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:12.110,-89,0,100,11,0,6,100,-86,100,10,18.9,14.1,373,48,0.47,-0.21,-0.57,0,12.610132 47.428924,69.0,-31.24,235,10,2,-4,88,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:12.410,-89,0,100,11,0,6,100,-86,100,10,18.9,14.0,378,48,0.46,-0.22,-0.57,0,12.610132 47.428924,69.0,-31.24,235,10,0,-4,96,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:12.710,-89,0,100,11,0,6,100,-86,100,10,18.9,14.0,378,48,0.46,-0.22,-0.57,0,12.610132 47.428924,69.0,-31.24,235,10,-2,-9,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:13.010,-89,0,100,11,0,6,100,-86,100,10,18.9,14.0,378,48,0.46,-0.22,-0.57,0,12.610296 47.428836,68.5,-31.23,236,10,0,0,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:13.310,-89,0,100,11,0,6,100,-86,100,10,18.9,14.4,382,47,0.46,-0.22,-0.57,0,12.610296 47.428836,68.5,-31.23,236,10,0,0,88,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:13.610,-89,0,100,11,0,6,100,-87,100,10,18.9,14.4,382,47,0.44,-0.24,-0.58,0,12.610296 47.428836,68.5,-31.23,236,10,-5,0,88,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:13.910,-89,0,100,11,0,6,100,-87,100,10,18.9,14.4,382,47,0.44,-0.24,-0.58,0,12.610296 47.428836,68.5,-31.23,236,10,-2,3,88,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:14.210,-89,0,100,11,0,6,100,-87,100,10,18.9,14.4,382,47,0.44,-0.24,-0.58,0,12.610458 47.428747,67.6,-31.29,236,10,-2,3,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:14.510,-89,0,100,11,0,6,100,-86,100,10,18.9,14.6,386,47,0.45,-0.24,-0.58,0,12.610458 47.428747,67.6,-31.29,236,10,0,-4,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:14.810,-89,0,100,11,0,6,100,-86,100,10,18.9,14.6,386,47,0.45,-0.24,-0.58,0,12.610458 47.428747,67.6,-31.29,236,10,-2,0,92,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:15.110,-90,0,100,9,0,6,100,-85,100,11,18.9,14.6,386,47,0.45,-0.24,-0.58,0,12.610650 47.428634,67.2,-31.43,237,10,0,7,88,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:15.410,-90,0,100,9,0,6,100,-85,100,11,18.9,14.3,391,47,0.45,-0.24,-0.58,0,12.610650 47.428634,67.2,-31.43,237,10,0,3,92,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:15.710,-91,0,100,11,0,6,100,-88,100,9,18.9,14.3,391,47,0.46,-0.23,-0.59,0,12.610650 47.428634,67.2,-31.43,237,10,0,0,92,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:16.010,-91,0,100,11,0,6,100,-88,100,9,18.9,14.3,391,47,0.46,-0.23,-0.59,0,12.610650 47.428634,67.2,-31.43,237,10,0,7,92,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:16.310,-91,0,100,10,0,6,100,-86,100,11,18.9,14.3,391,47,0.46,-0.23,-0.59,0,12.610807 47.428536,66.7,-31.51,238,10,-2,15,92,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:16.610,-90,0,99,11,0,6,100,-86,100,10,18.9,13.9,395,48,0.46,-0.23,-0.59,0,12.610807 47.428536,66.7,-31.51,238,10,-2,7,88,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:16.910,-90,0,99,11,0,6,100,-86,100,10,18.9,13.9,395,48,0.49,-0.24,-0.59,0,12.610807 47.428536,66.7,-31.51,238,10,-2,3,92,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:17.210,-90,0,99,11,0,6,100,-86,100,10,18.9,13.9,395,48,0.49,-0.24,-0.59,0,12.610807 47.428536,66.7,-31.51,238,10,0,0,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:17.510,-92,0,100,9,0,6,100,-82,100,-4,18.9,14.4,400,48,0.49,-0.24,-0.59,0,12.610962 47.428434,66.5,-31.59,238,10,0,-4,88,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:17.810,-92,0,100,9,0,6,100,-82,100,-4,18.9,14.4,400,48,0.50,-0.24,-0.60,0,12.610962 47.428434,66.5,-31.59,238,10,2,0,96,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:18.110,-92,0,100,10,0,6,100,-87,100,10,18.9,14.4,400,48,0.50,-0.24,-0.60,0,12.610962 47.428434,66.5,-31.59,238,10,-2,0,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:18.410,-92,0,100,10,0,6,100,-87,100,10,18.9,14.4,400,48,0.50,-0.24,-0.60,0,12.611150 47.428309,67.6,-31.61,239,10,-2,3,92,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:18.710,-92,0,100,11,0,6,100,-88,100,9,18.9,14.0,404,48,0.50,-0.24,-0.60,0,12.611150 47.428309,67.6,-31.61,239,10,-2,0,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:19.010,-92,0,100,11,0,6,100,-88,100,9,18.9,14.0,404,48,0.50,-0.24,-0.61,0,12.611150 47.428309,67.6,-31.61,239,10,0,0,92,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:19.310,-92,0,100,10,0,6,100,-87,100,10,18.9,14.0,404,48,0.50,-0.24,-0.61,0,12.611150 47.428309,67.6,-31.61,239,10,0,3,92,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:19.610,-91,0,100,11,0,6,100,-87,100,10,18.9,14.0,404,48,0.50,-0.24,-0.61,0,12.611309 47.428200,68.6,-31.66,239,10,0,3,88,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:19.910,-91,0,100,11,0,6,100,-87,100,10,18.9,14.4,408,48,0.50,-0.26,-0.62,0,12.611309 47.428200,68.6,-31.66,239,10,0,3,88,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:20.210,-89,0,100,6,0,6,100,-86,100,11,18.9,14.4,408,48,0.50,-0.26,-0.62,0,12.611309 47.428200,68.6,-31.66,239,10,-2,-4,92,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:20.510,-89,0,100,6,0,6,100,-86,100,11,18.9,14.4,408,48,0.50,-0.26,-0.62,0,12.611502 47.428064,70.1,-31.73,239,10,0,-9,92,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:20.810,-88,0,100,12,0,6,100,-85,100,12,18.9,14.3,412,48,0.50,-0.26,-0.62,0,12.611502 47.428064,70.1,-31.73,239,10,0,-4,92,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:21.110,-88,0,100,12,0,6,100,-85,100,12,18.9,14.3,412,48,0.49,-0.24,-0.63,0,12.611502 47.428064,70.1,-31.73,239,10,5,-4,92,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:21.410,-88,0,100,11,0,6,100,-83,100,12,18.9,14.3,412,48,0.49,-0.24,-0.63,0,12.611502 47.428064,70.1,-31.73,239,10,2,-4,88,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:47:21.710,-88,0,100,11,0,6,100,-83,100,12,18.9,14.3,412,48,0.49,-0.24,-0.63,0,12.611664 47.427948,70.3,-31.75,238,10,2,3,92,0,1,-1,-1,-1,0x0000000000000000,4.0
